sequence_id	source	candidate_group	embedding_group	embedding_method	axis1_label	axis2_label	axis3_label	axis1	axis2	axis3	pc1	pc2	pc3
Nd90_0354	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.195854	1.824943	7.298306	-7.195854	1.824943	7.298306
Slt18_1078	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.232964	1.53795	7.875896	-7.232964	1.53795	7.875896
AriE	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.868306	2.835508	6.797248	-7.868306	2.835508	6.797248
TiqS	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.851808	2.116467	7.669378	-7.851808	2.116467	7.669378
Cpt11	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.555372	-0.431493	4.065059	-7.555372	-0.431493	4.065059
Cts11	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.697895	0.061273	6.439799	-7.697895	0.061273	6.439799
VenA	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.609962	2.110458	6.306308	-7.609962	2.110458	6.306308
AlbS	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.794866	2.309063	5.273445	-7.794866	2.309063	5.273445
AriT	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.868306	2.835508	6.797248	-7.868306	2.835508	6.797248
EuoT	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.856807	2.380803	7.250982	-7.856807	2.380803	7.250982
CpDTS1	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.134203	3.491608	6.676563	-7.134203	3.491608	6.676563
CpDTS2	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.902984	3.324844	6.719593	-7.902984	3.324844	6.719593
AbPS1	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.011156	2.150583	6.480454	-7.011156	2.150583	6.480454
AbPS2	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.087735	2.424263	5.976223	-7.087735	2.424263	5.976223
AsSS	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.750636	1.353963	5.796079	-7.750636	1.353963	5.796079
CvSS	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.174495	1.095733	6.709294	-7.174495	1.095733	6.709294
MicA	bacteria		ref:bacteria	lda_reference_subclade_spread	LD1	LD2	LD3	-7.926134	3.575417	7.140918	-7.926134	3.575417	7.140918
DgTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.172496	0.788567	1.062735	20.172496	0.788567	1.062735
GvTC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.648262	0.612976	1.12019	21.648262	0.612976	1.12019
gGvTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.612536	0.610343	1.120043	21.612536	0.610343	1.120043
PbTC-2	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.739921	-3.121253	-3.518805	18.739921	-3.121253	-3.518805
PcTC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.022918	0.671997	0.871131	21.022918	0.671997	0.871131
TspTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.816692	0.787302	1.129819	21.816692	0.787302	1.129819
TspTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.694982	0.610454	1.018473	21.694982	0.610454	1.018473
TspTC-10	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.694982	0.610454	1.018473	21.694982	0.610454	1.018473
EfTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.925288	0.400057	1.398451	20.925288	0.400057	1.398451
EcTC-1k	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.940782	0.549264	1.157077	20.940782	0.549264	1.157077
EcTC-1l	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.940782	0.549264	1.157077	20.940782	0.549264	1.157077
EcTC-1f	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.902015	0.547637	1.190977	20.902015	0.547637	1.190977
EcTC-1j	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.933798	0.548642	1.196831	20.933798	0.548642	1.196831
PkuTC-7	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.953556	0.542774	1.222075	20.953556	0.542774	1.222075
PkuTC-5	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.675205	0.563769	1.274497	20.675205	0.563769	1.274497
PkuTC-6	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.701788	0.56318	1.267891	20.701788	0.56318	1.267891
PkuTC-10	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.946943	0.615001	1.112941	20.946943	0.615001	1.112941
PkuTC-9	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.925493	0.655341	1.235938	20.925493	0.655341	1.235938
PkuTC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.917555	0.621299	1.20687	20.917555	0.621299	1.20687
S_PkTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.917746	0.612387	1.204376	20.917746	0.612387	1.204376
PkuTC-8	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.917545	0.61298	1.206607	20.917545	0.61298	1.206607
PkuTC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.944512	0.613653	1.210194	20.944512	0.613653	1.210194
PhoTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.933395	0.612966	1.20686	20.933395	0.612966	1.20686
EcTC-1b	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.866911	0.675583	1.103952	20.866911	0.675583	1.103952
EcTC-1a	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.387413	0.628468	1.128686	21.387413	0.628468	1.128686
EcTC-1c	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.387413	0.628468	1.128686	21.387413	0.628468	1.128686
EcTC-1e	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.406709	0.626251	1.118872	21.406709	0.626251	1.118872
EcTC-1h	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.233779	0.412169	1.475914	21.233779	0.412169	1.475914
EcTC-1i	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.226412	0.412137	1.475979	21.226412	0.412137	1.475979
EcTC-1d	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.299389	0.623771	1.154735	21.299389	0.623771	1.154735
EcTC-1g	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	21.126287	0.415315	1.503862	21.126287	0.415315	1.503862
McTC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.807619	-3.246815	-3.287702	18.807619	-3.246815	-3.287702
PkuTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.590806	0.608451	1.152319	19.590806	0.608451	1.152319
PhoTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.767789	0.657098	1.118809	19.767789	0.657098	1.118809
S_PkTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.759277	0.65514	1.116916	19.759277	0.65514	1.116916
PkuTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.759031	0.656942	1.117554	19.759031	0.656942	1.117554
S_PsTC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.717102	-3.297676	-3.437269	18.717102	-3.297676	-3.437269
CsTC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.717102	-3.297676	-3.437269	18.717102	-3.297676	-3.437269
RhTPS	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.876266	-3.404812	-3.294815	18.876266	-3.404812	-3.294815
RsTC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.876266	-3.404812	-3.294815	18.876266	-3.404812	-3.294815
SCB-157_TC3	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	19.058287	-3.242287	-3.549149	19.058287	-3.242287	-3.549149
SCB-144_TC3	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	19.17796	-3.402911	-3.251442	19.17796	-3.402911	-3.251442
HcTC-3g-4	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.994248	-3.224516	-3.422565	18.994248	-3.224516	-3.422565
g25402.t1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.046988	-3.261579	-3.427483	18.046988	-3.261579	-3.427483
HcTC-3g-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.672691	0.544225	1.031905	20.672691	0.544225	1.031905
HcTC-3_1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.733921	0.557649	1.067596	20.733921	0.557649	1.067596
HcTC-3_2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.733921	0.557649	1.067596	20.733921	0.557649	1.067596
HcTC-3g-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.725708	0.56525	1.091001	20.725708	0.56525	1.091001
HcTC-3g-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.647811	0.561517	1.096788	20.647811	0.561517	1.096788
NA-045_TC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.423118	0.599661	0.91126	20.423118	0.599661	0.91126
PbTC-1_1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.68718	0.623469	0.962671	20.68718	0.623469	0.962671
PbTC-1_2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.68718	0.623469	0.962671	20.68718	0.623469	0.962671
PcTS-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.702446	0.619728	0.965866	20.702446	0.619728	0.965866
PcTC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.702446	0.619728	0.965866	20.702446	0.619728	0.965866
TP2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.572787	0.651089	0.925607	20.572787	0.651089	0.925607
AeTPS	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.573284	0.645336	0.927824	20.573284	0.645336	0.927824
AeTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.56569	0.645295	0.928196	20.56569	0.645295	0.928196
AbTPS	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.271764	0.648841	1.003181	20.271764	0.648841	1.003181
AbTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.31394	0.652659	1.001779	20.31394	0.652659	1.001779
GvTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.271847	0.588217	0.957979	20.271847	0.588217	0.957979
gGvTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.220954	0.604281	0.879543	20.220954	0.604281	0.879543
SCB-157_TC7	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	6.751052	-0.688002	-0.016749	6.751052	-0.688002	-0.016749
EvTC-2	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	19.110685	-3.204306	-3.390497	19.110685	-3.204306	-3.390497
VgTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.383905	0.542183	0.982906	20.383905	0.542183	0.982906
S_EsTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.234443	0.612401	0.961483	20.234443	0.612401	0.961483
BaTC-2_1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.359831	0.681365	0.909939	20.359831	0.681365	0.909939
BaTC-2_2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.359831	0.681365	0.909939	20.359831	0.681365	0.909939
BsTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.293784	0.640599	0.893364	20.293784	0.640599	0.893364
EcTPS-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.176629	0.792786	1.13782	20.176629	0.792786	1.13782
ErycarTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.176629	0.792786	1.13782	20.176629	0.792786	1.13782
S_CdTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.086058	0.697607	1.095205	20.086058	0.697607	1.095205
CdTC-3	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.086058	0.697607	1.095205	20.086058	0.697607	1.095205
SCB-144_TC7	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.9889	0.614123	0.982025	20.9889	0.614123	0.982025
NA-218_TC-2	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	10.038551	-0.523548	0.333554	10.038551	-0.523548	0.333554
S_StTC-1-cembreneC	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.529453	-3.237016	-3.349088	17.529453	-3.237016	-3.349088
StTC-1-cembreneC	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.529453	-3.237016	-3.349088	17.529453	-3.237016	-3.349088
NA-045_TC-2	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.298205	-3.202815	-3.628726	18.298205	-3.202815	-3.628726
PbTC-3	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.186856	-3.219501	-3.407272	18.186856	-3.219501	-3.407272
EvTC-1	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.012387	-3.080167	-3.469029	18.012387	-3.080167	-3.469029
NA-141_TC4-cembreneA	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.251179	-3.153903	-3.553319	18.251179	-3.153903	-3.553319
NA-047_TC3-cembreneA	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.232231	-3.153977	-3.552899	18.232231	-3.153977	-3.552899
gGvTC-3	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.556665	-3.161048	-3.294196	17.556665	-3.161048	-3.294196
gGvTC-5	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.808622	-3.155199	-3.209046	17.808622	-3.155199	-3.209046
S_AbTC-2-cembreneA	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.641599	-3.095204	-3.485291	17.641599	-3.095204	-3.485291
AbTC-2-cembreneA	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.596324	-3.079224	-3.51459	17.596324	-3.079224	-3.51459
DgTC-2-cembreneA	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.42693	-3.123888	-3.431085	17.42693	-3.123888	-3.431085
ErTC-2-cembreneA	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.272391	-3.442128	-3.255458	18.272391	-3.442128	-3.255458
TspTC-12	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.352941	-3.13097	-3.826473	18.352941	-3.13097	-3.826473
SCB-084_TC3	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.369232	-3.142435	-3.810435	18.369232	-3.142435	-3.810435
S_BaTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	13.102957	2.389611	-2.058856	13.102957	2.389611	-2.058856
BaTC-1-cembreneA	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.334164	2.268108	-2.194771	14.334164	2.268108	-2.194771
BaTC-2_3	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.041043	2.267292	-2.171639	14.041043	2.267292	-2.171639
ErycarTC-2	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	16.709516	-3.05481	-3.631212	16.709516	-3.05481	-3.631212
HcTC-4g	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.030564	0.711856	0.923283	20.030564	0.711856	0.923283
g34691.t1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.030564	0.711856	0.923283	20.030564	0.711856	0.923283
HcTC-1_1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.858966	0.579548	1.281538	19.858966	0.579548	1.281538
HcTC-1_2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.858966	0.579548	1.281538	19.858966	0.579548	1.281538
HcTC-1g	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.875701	0.576194	1.263893	19.875701	0.576194	1.263893
g13994.t1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.870758	0.619487	1.277731	19.870758	0.619487	1.277731
ClTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.082553	1.910901	-1.890555	15.082553	1.910901	-1.890555
S_CdTC-3	coral		ref:coral:tps_subclade_3	lda_reference_subclade_spread	LD1	LD2	LD3	11.835845	-0.621701	0.306156	11.835845	-0.621701	0.306156
CdTC-4	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.458125	-3.235153	-3.091407	17.458125	-3.235153	-3.091407
SCB-157_TC8	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	16.982511	-3.147682	-3.810737	16.982511	-3.147682	-3.810737
S_ClTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.325043	0.658372	0.987893	20.325043	0.658372	0.987893
ClTC-2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.324806	0.660245	0.988209	20.324806	0.660245	0.988209
CdTC-2-cembrene-cembreneA-cembreneC	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.742047	-3.153418	-3.414272	18.742047	-3.153418	-3.414272
CdTC-1a	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.708437	0.742422	0.814735	19.708437	0.742422	0.814735
S_CdTC-4	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.69231	0.742747	0.807354	19.69231	0.742747	0.807354
CdTC-1b	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.76273	0.745729	0.803585	19.76273	0.745729	0.803585
CdTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.776556	0.745789	0.803344	19.776556	0.745789	0.803344
S_PsTC-2	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	17.993815	-3.12567	-3.424726	17.993815	-3.12567	-3.424726
CsTC-2	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.060422	-3.141331	-3.40288	18.060422	-3.141331	-3.40288
SCB-157_TC5	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.573962	0.828869	1.104282	19.573962	0.828869	1.104282
SCB-144_TC4	coral		ref:coral:tps_subclade_2	lda_reference_subclade_spread	LD1	LD2	LD3	18.032789	-3.122195	-3.274652	18.032789	-3.122195	-3.274652
SCB-157_TC6	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.547292	0.687963	1.182042	19.547292	0.687963	1.182042
S_RsTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.023355	0.688643	0.844563	20.023355	0.688643	0.844563
SCB-144_TC2	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	19.947752	0.745452	0.813978	19.947752	0.745452	0.813978
SCB-144_TC1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.397283	0.761351	0.921179	20.397283	0.761351	0.921179
SCB-157_TC1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.315634	0.768199	0.873808	20.315634	0.768199	0.873808
gCspTC-1	coral		ref:coral:tps_subclade_4	lda_reference_subclade_spread	LD1	LD2	LD3	20.201815	0.83381	0.839427	20.201815	0.83381	0.839427
XsTC-1_1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.539727	1.932879	-2.184568	14.539727	1.932879	-2.184568
XsTC-1_2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	14.531427	1.934557	-2.167564	14.531427	1.934557	-2.167564
S_EsTC-1	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.084663	2.428848	-2.331783	15.084663	2.428848	-2.331783
NA-047_TC2	coral		ref:coral:tps_subclade_5	lda_reference_subclade_spread	LD1	LD2	LD3	15.969039	2.112745	-2.113433	15.969039	2.112745	-2.113433
